gene,mean_formula,var_formula
ELOC,0.78722979,0.774035178
PIP4P2,0.709407535,0.6752288
OTUD6B,0.119496582,0.110446945
MMP16,0.00504652,0.0057521
ZNF704,0.219824248,0.204699855
FABP5,0.276789118,0.270393929
C8orf34,0.432269282,0.482388987
VXN,0.038261091,0.035692047
FAM110B,0.431857167,0.403024942
PKIA,0.007642531,0.00897675
CYP7B1,0.004564844,0.003330855
VCPIP1,0.104456318,0.103440663
RBIS,0.21065018,0.198920745
CLVS1,0.775819099,0.738993878
MCMDC2,0.104810321,0.100127651
TMEM64,0.293163173,0.270343498
KCNB2,0.876301199,0.845010262
RALYL,0.125564996,0.114972396
YTHDF3,0.156822074,0.149067062
NKAIN3,0.852881873,0.925612137
ASPH,0.468088934,0.482776599
TOX,0.176784122,0.305373663
ZBTB10,0.044109534,0.041305504
PDE7A,0.845320305,0.877864169
UBXN2B,0.012887531,0.016067501
XKR9,0.550745724,0.530164018
SNHG6,0.668619166,0.66253107
_ENSG00000251136,0.897008783,0.938945858
LINC01301,0.086648961,0.093713871
_ENSG00000253197,0.755645207,0.683122718
LINC00534,0.179814231,0.187882529
_ENSG00000253553,0.906738888,0.976362184
LINC01414,0.539068635,0.59144937
OTUD6B-AS1,0.426991432,0.417690802
_ENSG00000253762,0.236692841,0.225059512
MIR2052HG,0.693855407,0.912587176
MIR124-2HG,0.490692623,0.433031425
_ENSG00000254538,0.2200244,0.221042015
RNF19A,0.121390933,0.110116102
RRM2B,0.219121888,0.212113272
TAF2,0.399112634,0.360459314
PABPC1,0.077727368,0.077064972
CPQ,0.315636137,0.349686782
POP1,0.723258993,0.731868178
NIPAL2,0.355857256,0.315990219
STK3,0.621081544,0.650923268
EIF3E,0.040799512,0.039120031
EMC2,0.912707736,0.933971338
TRPS1,0.717210523,0.683889441
SPAG1,0.02058211,0.021541763
NCALD,0.386090049,0.365956194
UBR5,0.128538219,0.116840823
SQLE,0.056661157,0.058649364
NUDCD1,0.002194739,0.001977112
ENY2,0.842202021,0.841363953
ZNF706,0.024548161,0.022997566
VPS13B,0.792797394,0.74719035
RGS22,0.844202552,0.805342794
DERL1,0.035207161,0.033310951
SYBU,0.001835765,0.001571089
DPYS,0.777926921,0.82985656
MTDH,0.134221011,0.13856917
LRP12,0.013453783,0.013249431
EBAG9,0.800128572,0.793023625
RSPO2,0.005995983,0.006596709
POLR2K,0.995258721,0.998169689
MAL2,0.459879163,0.457405721
EIF3H,0.012951734,0.012109011
UTP23,0.067947161,0.062566553
NDUFB9,0.53331055,0.533175752
TATDN1,0.937682844,0.908623792
AZIN1,0.095342343,0.09208524
ATP6V1C1,0.318054675,0.325222586
DEPTOR,0.159595658,0.173301248
NDUFAF6,0.73073946,0.768478465
UQCRB,0.273771452,0.269419561
PTDSS1,0.035477131,0.034759451
RPL30,0.352897713,0.328301411
TBC1D31,0.109650341,0.116295363
ATAD2,0.302670803,0.305182226
FBXO32,0.870357811,0.853064742
NSMCE2,0.400382501,0.458429329
RAD21,0.032392236,0.03032257
KCNV1,0.382464802,0.363263113
CSMD3,0.041249505,0.046386508
OXR1,0.840110304,0.873263295
TMEM74,0.68236482,0.698454555
COX6C,0.917802868,0.917814549
YWHAZ,0.140654349,0.126712942
BAALC,0.291480458,0.302080104
SLC25A32,0.540032073,0.516399824
INTS8,0.181410786,0.193820731
VIRMA,0.799194898,0.830373371
PDP1,0.084958072,0.087281222
TMEM67,0.453004913,0.478321396
WASHC5,0.000901095,0.000936144
TMEM65,0.033545876,0.030862576
ZFPM2,0.206816786,0.18525844
MTSS1,0.007335705,0.007860309
MTBP,0.432158265,0.460446695
RIMS2,0.332793916,0.242745182
FAM91A1,0.600944005,0.575538971
SAMD12,0.592277536,0.509236112
ZHX2,0.258858689,0.273079097
EXT1,0.666849448,0.72157227
RBM12B,0.065190627,0.062670494
ANKRD46,0.032519181,0.032085066
FAM92A,0.14036644,0.142794612
TRIQK,0.050130394,0.044834782
_ENSG00000225885,0.028674529,0.028550745
RPL34P18,0.056207575,0.055569661
LINC00535,0.619480953,0.659724376
BAALC-AS1,0.13250524,0.136907703
LINC01609,0.968444625,0.971562178
AZIN1-AS1,0.056852263,0.060973892
_ENSG00000253582,0.170191588,0.169938586
C8orf37-AS1,0.776165162,0.734568968
VPS13B-DT,0.425096741,0.411690294
ST3GAL1,0.169091043,0.181373215
SLC45A4,0.000631089,0.000721054
ZFAT,0.043002038,0.04976455
RFX3,0.019605854,0.018727155
SMARCA2,0.06943102,0.060249782
PUM3,0.177256704,0.161536847
JAK2,0.613082329,0.552138523
ERMP1,0.131084113,0.122366085
NDRG1,0.417363796,0.398356446
EEF1D_ENSG00000104529,0.058808252,0.061414592
DENND3,0.023763746,0.027659532
SPATA6L,0.313386582,0.293221259
SLC1A1,0.845258703,0.886675565
CDC37L1,0.241776499,0.242266382
PLGRKT,0.278661516,0.297825435
RIC1,0.206041327,0.225954376
KDM4C,0.301990688,0.285252273
KANK1,0.001764851,0.001943705
GLIS3,0.840088383,0.954994411
AGO2,0.77422098,0.805560629
PHF20L1,0.235378176,0.252850692
LRRC6,0.5304832,0.571702193
KHDRBS3,0.162501268,0.145039368
EFR3A,0.282084524,0.269341823
DMAC1,0.06622393,0.067334799
RANBP6,0.558793143,0.564174832
FAM135B,0.735798714,0.772514396
ZNF7,0.118422243,0.121886598
ARHGAP39,0.070862451,0.077342313
VLDLR,0.702533834,0.635368681
AK3,0.357073913,0.330380409
UHRF2,0.319335867,0.303991192
FAM49B,0.003429289,0.004245871
ASAP1,0.095739782,0.101244837
PTPRD,0.501555249,0.224532402
ADCY8,0.076809104,0.098341756
RHPN1,0.026578895,0.028333268
LY6E_ENSG00000160932,0.266076102,0.281479897
VPS28,0.164349717,0.177763991
RPL8,0.101708623,0.124376267
TRAPPC9,0.010133166,0.010671664
KIFC2,0.669935506,0.650720039
KCNV2,0.713841516,0.728771174
PTK2,0.517383237,0.509260611
TSNARE1,0.598133213,0.577515945
CBWD1,0.252116537,0.24371678
ADCK5,0.20199447,0.213723336
LY6H_ENSG00000176956,0.202991301,0.2314928
PLEC,0.106252124,0.115356389
GLDC,0.013022159,0.013073808
GRINA,0.703438571,0.703603962
CYC1,0.020193123,0.020251498
MROH1,0.003963122,0.004333631
PUF60_ENSG00000179950,0.228374911,0.236840128
LYNX1,0.420552576,0.382921495
ADGRB1,0.084849673,0.090823929
ZNF623_ENSG00000183309,0.465386311,0.4587533
KIAA2026,0.250763217,0.228669359
KCNQ3,0.614079921,0.618315784
HSF1,0.002278498,0.002594622
NRBP2,0.08337243,0.089220733
CYHR1,0.023409452,0.02620285
GPAA1,0.020378252,0.021664326
ZNF251_ENSG00000198169,0.670505429,0.685005728
ARC,0.04504912,0.047009003
RFX3-AS1,0.019856206,0.02299922
VLDLR-AS1,0.823570671,0.859360776
LY6E-DT,0.846437055,0.818067376
PVT1,0.62879046,0.652166423
_ENSG00000253288,0.323389978,0.328689777
LINC02055,0.23239837,0.212906037
LINC00824,0.654287921,0.647917794
PRSS3,0.576618394,0.536300389
GBA2,0.224140856,0.231549326
DNAJA1,0.981003255,0.94762903
CHMP5,0.811556544,0.804705095
NFX1,0.078504043,0.083365132
IFT74,0.229332212,0.213214077
ELAVL2,0.921117534,0.756454321
MPDZ,0.01853664,0.017714189
SH3GL2,0.286821276,0.246500005
UBE2R2,0.263638059,0.25263321
TEK,0.128177227,0.121917146
CAAP1,0.016262879,0.018541014
MOB3B,0.289917364,0.332937118
SMU1,0.084680451,0.081385367
CLTA,0.098035256,0.103808053
RECK,0.236949119,0.253280024
PHF24,0.544023953,0.53268152
DCAF10,0.170201643,0.149717236
PLAA,0.001099646,0.001229274
UBAP2,0.785700479,0.754529222
APTX,0.473815059,0.492596805
RNF38,0.287578214,0.267654684
DCTN3,0.158327192,0.156734674
TMEM8B,0.676880944,0.688705567
DENND4C,0.018609635,0.020271674
RPS6,0.710935615,0.690799798
NFIB,0.064240598,0.065776562
C9orf72,0.517838876,0.494844232
ZCCHC7,0.159686007,0.141798859
TTC39B,0.309859271,0.345729438
RRAGA,0.860156117,0.865596232
SLC24A2,0.050153744,0.062793255
GNE,0.183317341,0.190606119
FAM219A,0.194816653,0.208004366
SNAPC3,0.215767127,0.185212151
PSIP1,0.316333493,0.308859993
CCDC171,0.597229709,0.568085042
UBAP1,0.417166647,0.447450617
NDUFB6,0.917588281,0.928637603
TRMT10B,0.222256864,0.226413793
VCP,0.840667525,0.84178702
STOML2,0.549428713,0.560293331
MLLT3,0.047392711,0.045364194
LINGO2,0.08394092,0.059485195
ZDHHC21,0.014883994,0.014125342
ADAMTSL1,0.067122807,0.066786938
FOCAD,0.779577122,0.892037208
KLHL9,0.089278307,0.087210299
UNC13B,0.006551979,0.007045652
RUSC2,0.75504764,0.785385376
_ENSG00000227388,0.229806488,0.238925763
ANKRD18B,0.983407726,0.959745977
_ENSG00000234021,0.70892567,0.744580353
_ENSG00000255872,0.211241589,0.214973839
_ENSG00000260412,0.030773394,0.029760492
EBLN3P,0.090095645,0.085414338
TRPM3,0.787095184,0.947428345
PCSK5,0.238301648,0.26807015
NMRK1,0.012774819,0.013601197
PRUNE2,0.204733478,0.198431089
TLE4,0.009786454,0.01108072
PIP5K1B,0.84886045,0.748396794
APBA1_ENSG00000107282,0.437234715,0.422161895
ABHD17B,0.82245568,0.807635755
ZFAND5,0.281206711,0.263288967
GDA,0.037702912,0.033783845
KLF9,0.106625336,0.102708063
OSTF1,0.02503329,0.027086236
RFK,0.449221633,0.439599935
CEMIP2,0.06539243,0.063685497
CBWD5,0.195447876,0.182915167
CEP78,0.1743782,0.175496765
CNTNAP3B,0.388926159,0.4293824
C9orf85,0.937545593,0.989267837
CARNMT1,0.618123625,0.614316675
GNA14,0.150660217,0.159060185
GNAQ,0.001265101,0.001039951
FXN,0.306604465,0.321734615
FRMD3,0.63246166,0.634295596
PTAR1,0.018192658,0.016452005
TLE1,0.589704565,0.61599596
CBWD3,0.756947618,0.737412661
VPS13A,0.76732343,0.717638085
SMC5,0.050085165,0.05518051
RORB,0.964866445,0.785914987
CARNMT1-AS1,0.097529971,0.099352341
CBWD6,0.792986543,0.776158846
FGF7P6,0.991674969,0.954375385
_ENSG00000228522,0.448990608,0.427574726
_ENSG00000233926,0.585567563,0.580897731
_ENSG00000240240,0.455148625,0.459920262
_ENSG00000274893,0.691660373,0.658100245
_ENSG00000275390,0.140971109,0.137771035
FRG1HP,0.208858452,0.209833305
BMS1P14,0.441813358,0.458107626
PGM5P2,0.500641065,0.529537131
ERP44,0.076324438,0.070024108
FAM120A,0.063763773,0.059768017
ELP1,0.004850568,0.005332884
PTPN3,0.482184676,0.483454915
SLC44A1,0.692020071,0.63806941
CDC14B,0.004456786,0.00523521
TUT7,0.173055576,0.161082146
SPTLC1,0.029704069,0.030690097
EPB41L4B,0.961463037,0.960276297
FKTN,0.707443175,0.739072426
FSD1L,0.156815556,0.140466374
SPIN1,0.00271988,0.002627049
TMEM245,0.064260709,0.057114718
SEC61B,0.434471903,0.436872486
RAD23B,0.174909935,0.16576884
CTNNAL1,0.225456308,0.245785442
ABITRAM,0.227062322,0.232133854
INVS,0.065228113,0.081080715
IPPK,0.147569239,0.16125756
HABP4,0.099076721,0.108817582
UBQLN1,0.145005346,0.137469344
NAA35,0.608243904,0.570923034
CTSL,0.043309229,0.044495238
AGTPBP1,0.619485004,0.679818926
GOLM1,0.04594848,0.043970755
ISCA1,0.907745187,0.918486373
TXN,0.866841275,0.86041362
TMOD1,0.425819215,0.42039915
ZNF189,0.114375621,0.105782018
STX17,0.037518471,0.031495056
TEX10,0.088113775,0.093663067
TSTD2,0.051524197,0.053333872
GABBR2,0.721502316,0.74809855
XPA,0.511677745,0.541391348
NCBP1,0.20108783,0.183807039
NTRK2,0.732486501,0.669324982
SHC3,0.295985201,0.35207947
AUH,0.85520397,0.922433271
MFSD14B,0.754114327,0.771137686
AOPEP,0.149850049,0.163468094
PLPPR1_ENSG00000148123,0.96406528,0.991659566
ZNF462,0.490772251,0.487556268
RNF20,0.323358433,0.313815559
PALM2AKAP2,0.714728869,0.705475336
PTPDC1,0.468751471,0.504589488
FANCC,0.018390108,0.01920105
ANKRD18CP,0.003938599,0.004157853
DIRAS2,0.682442965,0.693913001
GKAP1,0.346042687,0.331411734
KIF27,0.297409152,0.319576772
HNRNPK,0.204177556,0.191784831
SVEP1,0.309021025,0.331685026
ANKS6,0.002556077,0.002921986
PGAP4,0.172893797,0.174945366
CARD19,0.072409528,0.076674845
WNK2,0.223311176,0.226952984
LINC00476,0.109361015,0.098129324
ZNF169,0.44604387,0.457435732
ERCC6L2,0.848012818,0.818188113
BICD2,0.050650104,0.048134555
SECISBP2,0.002133582,0.002469845
SEMA4D,0.150512525,0.153559677
ANKRD19P,0.912687359,0.853425739
CENPP,0.82998254,0.864287963
FAM120AOS,0.014824611,0.014835585
TDRD7,0.949716641,0.982827749
IARS1,0.273729734,0.284291299
MFSD14C,0.132321042,0.137448281
ZNF782,0.120018443,0.110994441
DAPK1,0.052683318,0.055955748
GRIN3A,0.031491121,0.022186795
_ENSG00000203279,0.000172546,0.000173372
C9orf129,0.433497568,0.443512913
_ENSG00000224848,0.121071108,0.118653413
SEPTIN7P7,0.461371805,0.455052534
_ENSG00000237461,0.095749686,0.083217384
FRRS1L,0.061644734,0.053011374
RABGAP1,0.530543795,0.43779819
HSPA5,0.689215715,0.679622376
RC3H2,0.055344955,0.047295292
BRINP1,0.08015738,0.08770421
PSMD5,0.033966474,0.034798457
SH2D3C,0.012734116,0.01354402
ABL1,0.203398771,0.211623225
LHX2,0.58262176,0.587168177
MEGF9,0.028092236,0.023260157
PTGR1,0.952583474,0.962715227
SUSD1,0.022989238,0.025027167
DNM1,0.511274475,0.59615525
NCS1,0.682830145,0.722502537
FUBP3,0.191215061,0.202930081
RAPGEF1,0.048784753,0.051902153
SETX,0.26737183,0.29250609
PTBP3,0.866693677,0.875365046
FKBP15,0.472590977,0.507472805
SET,0.027566939,0.026360541
PTPA,0.989002148,0.986157702
GLE1,0.439881659,0.450151898
RAB14,0.377663932,0.374648755
CNTRL,0.932636331,0.972675797
FBXW2,0.2704949,0.285611497
PPP6C,0.709333306,0.745615226
NDUFA8,0.88130433,0.873422953
HSDL2,0.065555482,0.065238504
MAPKAP1,0.1533978,0.163487428
DENND1A,0.577966514,0.529226008
TTF1,0.442837833,0.459434459
NUP214,0.136199474,0.154019248
POMT1,0.089907101,0.098864913
PRRC2B,0.050958655,0.04601767
CDK9,0.755985927,0.742032167
ODF2,0.720504799,0.738982578
ECPAS,0.741098178,0.699370576
C9orf78,0.635018002,0.627686602
RALGPS1,0.082133875,0.088938583
DAB2IP,0.030922956,0.031456435
STXBP1,0.239857613,0.20246341
CDK5RAP2,0.164592971,0.178147704
SLC31A1,0.319791066,0.325605966
USP20,0.155582382,0.176022432
ATP6V1G1,0.512545482,0.543361449
GARNL3,0.537652454,0.554197523
DPM2,0.2047977,0.206175612
PSMB7,0.645659079,0.628920806
RABEPK,0.016098383,0.016567016
GOLGA1,0.003901337,0.004317766
RPL35,0.208984697,0.231840593
ARPC5L,0.07785433,0.077868643
INIP,0.558247282,0.534875888
UGCG,0.148127294,0.143948471
SNX30,0.733525642,0.702565955
MRRF,0.119154162,0.126306652
NR6A1,0.032494778,0.038683959
ASTN2,0.002028294,0.002090867
RPL7A_ENSG00000148303,0.401713001,0.387288949
PTGES2,0.162510575,0.17135939
CIZ1,0.032146135,0.03501407
SLC25A25,0.011873293,0.012237361
SH3GLB2,0.165884355,0.180333059
MIGA2,0.00426937,0.004729648
LRSAM1,0.008767859,0.009538516
HMCN2,0.746919425,0.742947464
GPR107,0.068618949,0.071726942
TMEM268,0.151089409,0.143138427
RALGDS,0.144113209,0.152247031
ZER1,0.311087544,0.321976213
PLPP7,0.008736861,0.00894303
MED27,0.21038694,0.226941086
SHOC1,0.869256672,0.85000951
KIAA1958,0.392585021,0.451101573
STRBP,0.038566265,0.043731854
GAPVD1,0.007581459,0.009351046
TSC1,0.230384124,0.240337009
PBX3,0.161758518,0.121494634
FAM102A,0.709202283,0.683084788
GOLGA2,0.762424432,0.783709127
COQ4,0.008513234,0.009074696
SLC27A4,0.151353838,0.161507819
URM1,0.171030494,0.170145363
ZBTB43,0.638201326,0.622834199
KYAT1,0.069274572,0.071534325
C9orf16,0.02535217,0.032284251
ZNF483,0.028460902,0.025900117
SCAI,0.014095847,0.015988138
TTLL11,0.125291249,0.130530923
FNBP1,0.01134797,0.011968472
MVB12B,0.841959499,0.85932838
SPTAN1,0.937280274,0.991149945
RPL12,0.373620037,0.382914604
MIR181A2HG,0.209276625,0.216118669
CUTALP,0.010327881,0.010673304
ZNF883,0.872643549,0.915734848
_ENSG00000246851,0.275068402,0.276033521
ZNF195,0.931636025,0.983673234
OSBPL5,0.044144022,0.045959311
KCNQ1,0.024429918,0.025209638
TOLLIP,0.917625236,0.963296216
KCNT1,0.003975053,0.005345546
EDF1,0.62262375,0.623487838
PTGDS,0.003394468,0.003773848
ABCA2,0.024259322,0.027802354
CARS1_ENSG00000110619,0.004119337,0.004228999
CD81,0.779815886,0.80395477
NUP98,0.216298898,0.226877814
OLFM1,0.606052498,0.574223504
CAMSAP1,0.941500548,0.965467873
COL5A1,0.050757064,0.053397516
PNPLA7,0.006010329,0.005982818
SIRT3,0.180073692,0.192938362
SURF4_ENSG00000148248,0.973460253,0.995066939
PAXX,0.004183588,0.004435142
SEC16A,0.518045532,0.542387053
DPH7,0.007947674,0.00872722
CACNA1B,0.924823028,0.94105228
FBXW5,0.04773095,0.050949962
TUBBP5,0.324040154,0.322155495
SLC2A6_ENSG00000160326,0.014822887,0.015561582
GPSM1,0.68624146,0.698033025
SNAPC4,0.179674954,0.182777188
PMPCA,0.195275123,0.206844669
NSMF,0.116168459,0.130311116
STIM1,0.188686689,0.217614728
EGFL7,0.042177064,0.045481705
BRSK2,0.198781102,0.218029255
PTDSS2,0.068615737,0.070140678
GRIN1,0.350138464,0.392425672
DPP7,0.302911317,0.333579524
DEAF1,0.06810441,0.074594728
TALDO1,0.040712651,0.040743114
GATD1,0.020250845,0.021874315
MAN1B1,0.469643862,0.491530004
SLC25A22,0.66923631,0.634657357
RPLP2,0.873638015,0.753279048
POLR2L,0.415840549,0.443378541
CHID1,0.566915924,0.583185867
RIC8A,0.656737423,0.642096555
EHMT1,0.054232057,0.058716124
MRPL41,0.211736751,0.199907227
MOB2,0.124614723,0.134947756
B4GALNT4,0.115958168,0.122500689
AP2A2_ENSG00000183020,0.069005399,0.073619709
CEND1,0.058118882,0.065932097
DUSP8_ENSG00000184545,0.529447791,0.547254717
PSMD13,0.90907397,0.936772639
EXD3,0.014557268,0.015177516
TUBB4B,0.337856229,0.332744265
NOXA1,0.001881869,0.002051332
NELFB,0.341422334,0.35780951
WDR5,0.373727092,0.394571854
RABL6,0.629018391,0.658242518
ARRDC1,0.013328724,0.013736186
NAP1L4_ENSG00000205531,0.992898202,0.962367356
RNF208,0.314352654,0.337993894
PPP1R26-AS1,0.133201399,0.134927371
KRTAP5-AS1_ENSG00000233930,0.110148954,0.111142998
_ENSG00000254757,0.293502501,0.290517243
_ENSG00000255158,0.210412897,0.214716807
_ENSG00000255229,0.580126323,0.580711279
_ENSG00000255367,0.696932754,0.731020324
KCNQ1OT1,0.182100368,0.207662224
ABCC8,0.02829002,0.031879643
PIK3C2A,0.020787458,0.022607764
DKK3,0.03287511,0.028340518
FAM160A2,0.140977327,0.141596757
NUCB2,0.982653493,0.952921471
TSG101,0.308371737,0.301337105
CCDC34,0.949808251,0.988860757
CCKBR,0.963793113,0.946183626
TRIM3,0.279531344,0.295646812
EIF4G2,0.435773962,0.436355551
GALNT18,0.457008821,0.443472526
SOX6,0.014351828,0.015122151
C11orf58,0.635985885,0.60834071
RPS13,0.46912023,0.436793864
HPS5,0.285415461,0.313870675
GTF2H1,0.535183396,0.576901727
PTPN5,0.3842861,0.415266919
COPB1,0.775802073,0.729932924
SERGEF,0.36316421,0.341048525
KCNC1,0.782492503,0.815591517
ARNTL,0.1700257,0.175466289
SBF2,0.682143159,0.640025055
MICAL2,0.04370916,0.045396499
RRAS2,0.323849665,0.320210479
LDHA,0.768130044,0.716831146
ANO3,0.015682895,0.007631615
BTBD10,0.727458314,0.694879977
GAS2,0.40576303,0.349362717
LIN7C,0.021517457,0.02086171
UEVLD,0.237280201,0.25637116
PDE3B,0.560597318,0.519072721
NELL1,0.135467949,0.252581079
APBB1,0.860297703,0.902332116
TUB,0.005306963,0.005193607
RIC3,0.553507391,0.572397256
RPL27A,0.182205559,0.188760532
DENND2B,0.224474328,0.245212523
TMEM41B,0.059635012,0.074219608
PLEKHA7,0.20133291,0.210591058
NAV2,0.297323839,0.331316126
USP47,0.251532914,0.233210782
SYT9,0.993705206,0.973125068
ANO5,0.181262514,0.171016568
TMEM9B,0.140110196,0.138854853
EIF3F,0.839683957,0.811391291
ZDHHC13,0.913911485,0.880513734
DNHD1,0.3773299,0.388454284
DENND5A,0.049195481,0.053313278
PRMT3,0.538379521,0.509235187
TEAD1,0.014381566,0.018989634
LUZP2,0.447795379,0.334765046
FAR1,0.917741777,0.992374182
SVIP,0.621148588,0.617279671
CTR9,0.455789777,0.441973469
LGR4,0.976679268,0.94765093
IPO7,0.051835999,0.048973541
ZBED5,0.385826009,0.367989141
BDNF-AS,0.815882066,0.771723285
SBF2-AS1,0.011778272,0.011808716
_ENSG00000255476,0.261225788,0.265291817
PRDM11,0.003157696,0.00362639
SYT13,0.163407099,0.15428854
NUP160,0.218968802,0.224263184
RCN1,0.251240377,0.242453607
TTC17,0.622970559,0.584491579
QSER1,0.335743815,0.317192897
MPPED2,0.105517686,0.090951892
CD59,0.710932488,0.738139973
ELP4,0.308867109,0.279876755
MTCH2,0.098074295,0.100481317
FNBP4,0.015925064,0.016655349
HIPK3,0.002176597,0.002001878
KIAA1549L,0.042923251,0.036438906
FBXO3,0.016506353,0.015630485
PDHX,0.794392709,0.762937667
SLC1A2,0.663086203,0.625062196
AMBRA1,0.288120718,0.309151534
MADD,0.655953761,0.685133118
MAPK8IP1,0.646435044,0.690122173
CRY2,0.602545586,0.628005485
CAT,0.035747591,0.031431711
LRP4,0.189426054,0.166349499
PHF21A,0.323805015,0.289601862
NAT10,0.070191166,0.077380641
CAPRIN1,0.150637208,0.145690056
LRRC4C,0.519879234,0.65195951
IMMP1L,0.000110218,0.00010926
HSD17B12,0.57088944,0.440491018
APIP,0.088627553,0.092036202
PAMR1,0.863073295,0.896694583
DGKZ,0.037872575,0.038643705
EIF3M,0.601658136,0.585744579
PTPRJ,0.267067313,0.279913382
C11orf49,0.01085216,0.01165429
ARFGAP2,0.595571039,0.578463271
CELF1,0.106678007,0.107344611
EXT2,0.7208654,0.754525479
ARL14EP,0.151976937,0.147931041
PSMC3,0.957870337,0.950573301
API5,0.045674438,0.043008372
ALKBH3,0.553098817,0.594349102
TRIM44,0.323846372,0.284796805
C11orf74,0.092143991,0.089060405
METTL15,0.007735791,0.005595119
DNAJC24,0.757124557,0.725071426
DCDC1,0.403782132,0.419648033
C1QTNF4,0.148953777,0.161925933
TRAF6,0.164236121,0.156330975
CKAP5,0.67474512,0.642131326
ARHGAP1,0.136307646,0.141481644
ATG13,0.177410229,0.16768983
CHST1,0.14596374,0.136234113
CSTF3,0.104098587,0.101374312
TCP11L1,0.524887729,0.540431239
BDNF,0.584074865,0.631908685
LDLRAD3,0.724048939,0.773795554
CCDC73,0.204338966,0.205299649
_ENSG00000205035,0.022696154,0.024793049
NDUFS3,0.044485639,0.046023852
HSP90AA2P,0.404024268,0.40597792
BAD,0.016278907,0.017468395
TMEM132A,0.659811227,0.666979596
SYT7,0.903609534,0.932521691
CAPN1,0.003032982,0.00309443
PPP2R5B,0.165266354,0.173748402
MARK2,0.328128311,0.334539222
GANAB,0.3011535,0.286393566
DTX4,0.483118063,0.467075731
OSBP,0.427646242,0.387915157
NRXN2,0.788656946,0.750510123
PRPF19,0.22468746,0.212237127
FRMD8,0.005202288,0.005470696
PRDX5,0.107366733,0.115333161
RTN3,0.564404752,0.710138028
DPF2,0.906098503,0.917715799
DAGLA,0.076100486,0.077359498
FADS2,0.031848289,0.03307147
TMEM258,0.898976406,0.895253274
SSRP1,0.960942854,0.970229871
CPSF7,0.025029029,0.024023741
B3GAT3,0.065548903,0.069532329
FAU,0.597915954,0.57320583
TM7SF2,0.100948359,0.105531443
VPS51,0.025494195,0.026796984
ZDHHC5,0.06095288,0.063431123
ASRGL1,0.018068544,0.018505721
GNG3,0.837874057,0.782860751
TTC9C,0.159459859,0.159991142
STX5,0.063402107,0.069321956
STX3,0.04873549,0.054321189
OTUB1,0.576024913,0.60634531
DDB1,0.548968591,0.532507079
FTH1,0.118647335,0.104295811
SLC3A2,0.061361653,0.063814556
SF1,0.063488018,0.067942671
STIP1,0.694172864,0.681026218
CHRM1,0.437132318,0.416559128
TRMT112,0.713281274,0.72208996
GPR137,0.17278354,0.179139545
FKBP2,0.534309958,0.518432026
ATL3,0.024477015,0.022633656
SLC22A10,0.779583104,0.748700277
RTN4RL2,0.297123275,0.306844708
SLC22A6,0.346744237,0.35654422
CTNND1,0.284077306,0.317860179
MS4A13,0.704823853,0.702143623
FADS3,0.041333641,0.044667742
NEAT1,0.038327865,0.045931613
_ENSG00000256591,0.055841039,0.056961074
RSF1,0.273037076,0.197201515
FAM168A,0.619008963,0.645564734
CLNS1A,0.098419883,0.089969136
POLD3,0.605655533,0.571016787
ACER3,0.016527159,0.018117971
CTTN,0.05414666,0.063941737
SF3B2,0.308158935,0.316453947
AAMDC,0.47827257,0.497944774
KMT5B,0.594323429,0.566927859
PPP6R3,0.962278945,0.905391234
ARHGEF17,0.470539331,0.45260255
NDUFS8,0.035229687,0.03881029
CHKA,0.305283412,0.317975818
SPCS2,0.30529301,0.303883216
PPFIA1,0.222908712,0.232733431
FCHSD2,0.125689948,0.128556228
ARRB1,0.327534831,0.333506843
NUMA1,0.76697788,0.74876612
RNF121,0.22747413,0.234801504
SCYL1,0.026373417,0.027379568
INTS4,0.267368109,0.279284121
PAK1,0.452086627,0.524320719
RPS3,0.465647136,0.445998109
LAMTOR1,0.209784556,0.207374317
P4HA3,0.053097804,0.052063719
LTO1,0.003090066,0.003247082
EMSY,0.748493758,0.804223748
SHANK2,0.133637926,0.135566156
NEU3,0.749407048,0.74289318
PGM2L1,0.070106033,0.074773052
XRRA1,0.868119285,0.903526653
RNF169,0.025614115,0.022591064
NDUFV1,0.000940981,0.001030079
C2CD3,0.000642804,0.000689249
LTBP3,0.533517578,0.555221328
MAP6,0.8344172,0.82959663
FIBP,0.048452446,0.04946427
PPP1CA,0.104221011,0.110680542
RAD9A,0.111183354,0.111492059
CFL1,0.328025607,0.292830468
SNX32,0.006602221,0.00809773
ANKRD13D,0.00777096,0.008274028
GRK2,0.255700522,0.278305583
KDM2A,0.098470158,0.106122395
SYT12,0.112519513,0.118831544
PC,0.000462642,0.000492293
LRFN4,0.402462563,0.420353711
C11orf80,0.273435929,0.280091808
SPTBN2,0.333870399,0.345054765
RBM4B,0.866948,0.866872179
CCS,0.100285351,0.103863476
CTSF,0.743349286,0.764831998
B4GAT1,0.458386563,0.45224809
CNIH2,0.586665075,0.608392725
RAB1B,0.775060343,0.759873597
KLC2,0.157070977,0.166642293
PACS1,0.297623355,0.328423978
BANF1,0.561497356,0.561975237
DRAP1,0.072944687,0.07607208
PAAF1,0.225449144,0.236442685
MRPL48,0.759499978,0.787848054
RAB6A,0.024227613,0.025368503
CCDC85B,0.080752385,0.082750989
GVQW3,0.11305828,0.117018786
TMEM151A,0.501139265,0.485019474
PDE2A,0.776247505,0.774494024
UVRAG,0.71319083,0.759247818
